Dex Number,Name,Generation,Status,Species,Stat Total,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Type,Ability,Hidden Ability,Image
276,Taillow,3,Normal,TinySwallow Pokémon,270,40,55,30,30,30,85,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Guts,Scrappy,![/assets/home_images/taillow.png](/assets/home_images/taillow.png)
277,Swellow,3,Normal,Swallow Pokémon,455,60,85,60,75,50,125,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Guts,Scrappy,![/assets/home_images/swellow.png](/assets/home_images/swellow.png)
278,Wingull,3,Normal,Seagull Pokémon,270,40,30,30,55,30,85,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Keen Eye / Hydration,Rain Dish,![/assets/home_images/wingull.png](/assets/home_images/wingull.png)
279,Pelipper,3,Normal,Water Bird Pokémon,440,60,50,100,95,70,65,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Keen Eye / Drizzle,Rain Dish,![/assets/home_images/pelipper.png](/assets/home_images/pelipper.png)
280,Ralts,3,Normal,Feeling Pokémon,198,28,25,25,45,35,40,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Synchronize / Trace,Telepathy,![/assets/home_images/ralts.png](/assets/home_images/ralts.png)
281,Kirlia,3,Normal,Emotion Pokémon,278,38,35,35,65,55,50,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Synchronize / Trace,Telepathy,![/assets/home_images/kirlia.png](/assets/home_images/kirlia.png)
282,Gardevoir,3,Normal,Embrace Pokémon,518,68,65,65,125,115,80,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Synchronize / Trace,Telepathy,![/assets/home_images/gardevoir.png](/assets/home_images/gardevoir.png)
282,Mega Gardevoir,3,Normal,Embrace Pokémon,618,68,85,65,165,135,100,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Pixilate,-,![/assets/home_images/gardevoir-mega.png](/assets/home_images/gardevoir-mega.png)
283,Surskit,3,Normal,Pond Skater Pokémon,269,40,30,32,50,52,65,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Swift Swim,Rain Dish,![/assets/home_images/surskit.png](/assets/home_images/surskit.png)
284,Masquerain,3,Normal,Eyeball Pokémon,454,70,60,62,100,82,80,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Intimidate,Unnerve,![/assets/home_images/masquerain.png](/assets/home_images/masquerain.png)
285,Shroomish,3,Normal,Mushroom Pokémon,295,60,40,60,40,60,35,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Effect Spore / Poison Heal,Quick Feet,![/assets/home_images/shroomish.png](/assets/home_images/shroomish.png)
286,Breloom,3,Normal,Mushroom Pokémon,460,60,130,80,60,60,70,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Effect Spore / Poison Heal,Technician,![/assets/home_images/breloom.png](/assets/home_images/breloom.png)
287,Slakoth,3,Normal,Slacker Pokémon,280,60,60,60,35,35,30,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Truant,-,![/assets/home_images/slakoth.png](/assets/home_images/slakoth.png)
288,Vigoroth,3,Normal,Wild Monkey Pokémon,440,80,80,80,55,55,90,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Vital Spirit,-,![/assets/home_images/vigoroth.png](/assets/home_images/vigoroth.png)
289,Slaking,3,Normal,Lazy Pokémon,670,150,160,100,95,65,100,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Truant,-,![/assets/home_images/slaking.png](/assets/home_images/slaking.png)
290,Nincada,3,Normal,Trainee Pokémon,266,31,45,90,30,30,40,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Compound Eyes,Run Away,![/assets/home_images/nincada.png](/assets/home_images/nincada.png)
291,Ninjask,3,Normal,Ninja Pokémon,456,61,90,45,50,50,160,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Speed Boost,Infiltrator,![/assets/home_images/ninjask.png](/assets/home_images/ninjask.png)
292,Shedinja,3,Normal,Shed Pokémon,236,1,90,45,30,30,40,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Wonder Guard,-,![/assets/home_images/shedinja.png](/assets/home_images/shedinja.png)
293,Whismur,3,Normal,Whisper Pokémon,240,64,51,23,51,23,28,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Soundproof,Rattled,![/assets/home_images/whismur.png](/assets/home_images/whismur.png)
294,Loudred,3,Normal,Big Voice Pokémon,360,84,71,43,71,43,48,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Soundproof,Scrappy,![/assets/home_images/loudred.png](/assets/home_images/loudred.png)
295,Exploud,3,Normal,Loud Noise Pokémon,490,104,91,63,91,73,68,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Soundproof,Scrappy,![/assets/home_images/exploud.png](/assets/home_images/exploud.png)
296,Makuhita,3,Normal,Guts Pokémon,237,72,60,30,20,30,25,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Thick Fat / Guts,Sheer Force,![/assets/home_images/makuhita.png](/assets/home_images/makuhita.png)
297,Hariyama,3,Normal,Arm Thrust Pokémon,474,144,120,60,40,60,50,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Thick Fat / Guts,Sheer Force,![/assets/home_images/hariyama.png](/assets/home_images/hariyama.png)
298,Azurill,3,Normal,Polka Dot Pokémon,190,50,20,40,20,40,20,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Thick Fat / Huge Power,Sap Sipper,![/assets/home_images/azurill.png](/assets/home_images/azurill.png)
299,Nosepass,3,Normal,Compass Pokémon,375,30,45,135,45,90,30,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Sturdy / Magnet Pull,Sand Force,![/assets/home_images/nosepass.png](/assets/home_images/nosepass.png)
300,Skitty,3,Normal,Kitten Pokémon,260,50,45,45,35,35,50,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Cute Charm / Normalize,Wonder Skin,![/assets/home_images/skitty.png](/assets/home_images/skitty.png)
301,Delcatty,3,Normal,Prim Pokémon,400,70,65,65,55,55,90,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Cute Charm / Normalize,Wonder Skin,![/assets/home_images/delcatty.png](/assets/home_images/delcatty.png)
302,Sableye,3,Normal,Darkness Pokémon,380,50,75,75,65,65,50,![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Keen Eye / Stall,Prankster,![/assets/home_images/sableye.png](/assets/home_images/sableye.png)
302,Mega Sableye,3,Normal,Darkness Pokémon,480,50,85,125,85,115,20,![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Magic Bounce,-,![/assets/home_images/sableye-mega.png](/assets/home_images/sableye-mega.png)
303,Mawile,3,Normal,Deceiver Pokémon,380,50,85,85,55,55,50,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Hyper Cutter / Intimidate,Sheer Force,![/assets/home_images/mawile.png](/assets/home_images/mawile.png)
303,Mega Mawile,3,Normal,Deceiver Pokémon,480,50,105,125,55,95,50,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Huge Power,-,![/assets/home_images/mawile-mega.png](/assets/home_images/mawile-mega.png)
304,Aron,3,Normal,Iron Armor Pokémon,330,50,70,100,40,40,30,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg) ![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Sturdy / Rock Head,Heavy Metal,![/assets/home_images/aron.png](/assets/home_images/aron.png)
305,Lairon,3,Normal,Iron Armor Pokémon,430,60,90,140,50,50,40,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg) ![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Sturdy / Rock Head,Heavy Metal,![/assets/home_images/lairon.png](/assets/home_images/lairon.png)
306,Aggron,3,Normal,Iron Armor Pokémon,530,70,110,180,60,60,50,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg) ![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Sturdy / Rock Head,Heavy Metal,![/assets/home_images/aggron.png](/assets/home_images/aggron.png)
306,Mega Aggron,3,Normal,Iron Armor Pokémon,630,70,140,230,60,80,50,![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg),Filter,-,![/assets/home_images/aggron-mega.png](/assets/home_images/aggron-mega.png)
307,Meditite,3,Normal,Meditate Pokémon,280,30,40,55,40,55,60,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Pure Power,Telepathy,![/assets/home_images/meditite.png](/assets/home_images/meditite.png)
308,Medicham,3,Normal,Meditate Pokémon,410,60,60,75,60,75,80,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Pure Power,Telepathy,![/assets/home_images/medicham.png](/assets/home_images/medicham.png)
308,Mega Medicham,3,Normal,Meditate Pokémon,510,60,100,85,80,85,100,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Pure Power,-,![/assets/home_images/medicham-mega.png](/assets/home_images/medicham-mega.png)
309,Electrike,3,Normal,Lightning Pokémon,295,40,45,40,65,40,65,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Static / Lightning Rod,Minus,![/assets/home_images/electrike.png](/assets/home_images/electrike.png)
310,Manectric,3,Normal,Discharge Pokémon,475,70,75,60,105,60,105,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Static / Lightning Rod,Minus,![/assets/home_images/manectric.png](/assets/home_images/manectric.png)
310,Mega Manectric,3,Normal,Discharge Pokémon,575,70,75,80,135,80,135,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Intimidate,-,![/assets/home_images/manectric-mega.png](/assets/home_images/manectric-mega.png)
311,Plusle,3,Normal,Cheering Pokémon,405,60,50,40,85,75,95,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Plus,Lightning Rod,![/assets/home_images/plusle.png](/assets/home_images/plusle.png)
312,Minun,3,Normal,Cheering Pokémon,405,60,40,50,75,85,95,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Minus,Volt Absorb,![/assets/home_images/minun.png](/assets/home_images/minun.png)
313,Volbeat,3,Normal,Firefly Pokémon,430,65,73,75,47,85,85,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg),Illuminate / Swarm,Prankster,![/assets/home_images/volbeat.png](/assets/home_images/volbeat.png)
314,Illumise,3,Normal,Firefly Pokémon,430,65,47,75,73,85,85,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg),Oblivious / Tinted Lens,Prankster,![/assets/home_images/illumise.png](/assets/home_images/illumise.png)
315,Roselia,3,Normal,Thorn Pokémon,400,50,60,45,100,80,65,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Natural Cure / Poison Point,Leaf Guard,![/assets/home_images/roselia.png](/assets/home_images/roselia.png)
316,Gulpin,3,Normal,Stomach Pokémon,302,70,43,53,43,53,40,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Liquid Ooze / Sticky Hold,Gluttony,![/assets/home_images/gulpin.png](/assets/home_images/gulpin.png)
317,Swalot,3,Normal,Poison Bag Pokémon,467,100,73,83,73,83,55,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Liquid Ooze / Sticky Hold,Gluttony,![/assets/home_images/swalot.png](/assets/home_images/swalot.png)
318,Carvanha,3,Normal,Savage Pokémon,305,45,90,20,65,20,65,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Rough Skin,Speed Boost,![/assets/home_images/carvanha.png](/assets/home_images/carvanha.png)
319,Sharpedo,3,Normal,Brutal Pokémon,460,70,120,40,95,40,95,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Rough Skin,Speed Boost,![/assets/home_images/sharpedo.png](/assets/home_images/sharpedo.png)
319,Mega Sharpedo,3,Normal,Brutal Pokémon,560,70,140,70,110,65,105,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Strong Jaw,-,![/assets/home_images/sharpedo-mega.png](/assets/home_images/sharpedo-mega.png)
320,Wailmer,3,Normal,Ball Whale Pokémon,400,130,70,35,70,35,60,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Water Veil / Oblivious,Pressure,![/assets/home_images/wailmer.png](/assets/home_images/wailmer.png)
321,Wailord,3,Normal,Float Whale Pokémon,500,170,90,45,90,45,60,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Water Veil / Oblivious,Pressure,![/assets/home_images/wailord.png](/assets/home_images/wailord.png)
322,Numel,3,Normal,Numb Pokémon,305,60,60,40,65,45,35,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Oblivious / Simple,Own Tempo,![/assets/home_images/numel.png](/assets/home_images/numel.png)
323,Camerupt,3,Normal,Eruption Pokémon,460,70,100,70,105,75,40,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Magma Armor / Solid Rock,Anger Point,![/assets/home_images/camerupt.png](/assets/home_images/camerupt.png)
323,Mega Camerupt,3,Normal,Eruption Pokémon,560,70,120,100,145,105,20,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Sheer Force,-,![/assets/home_images/camerupt-mega.png](/assets/home_images/camerupt-mega.png)
324,Torkoal,3,Normal,Coal Pokémon,470,70,85,140,85,70,20,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),White Smoke / Drought,Shell Armor,![/assets/home_images/torkoal.png](/assets/home_images/torkoal.png)
325,Spoink,3,Normal,Bounce Pokémon,330,60,25,35,70,80,60,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Thick Fat / Own Tempo,Gluttony,![/assets/home_images/spoink.png](/assets/home_images/spoink.png)
326,Grumpig,3,Normal,Manipulate Pokémon,470,80,45,65,90,110,80,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Thick Fat / Own Tempo,Gluttony,![/assets/home_images/grumpig.png](/assets/home_images/grumpig.png)
327,Spinda,3,Normal,Spot Panda Pokémon,360,60,60,60,60,60,60,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Own Tempo / Tangled Feet,Contrary,![/assets/home_images/spinda.png](/assets/home_images/spinda.png)
328,Trapinch,3,Normal,Ant Pit Pokémon,290,45,100,45,45,45,10,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Hyper Cutter / Arena Trap,Sheer Force,![/assets/home_images/trapinch.png](/assets/home_images/trapinch.png)
329,Vibrava,3,Normal,Vibration Pokémon,340,50,70,50,50,50,70,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg) ![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Levitate,-,![/assets/home_images/vibrava.png](/assets/home_images/vibrava.png)
330,Flygon,3,Normal,Mystic Pokémon,520,80,100,80,80,80,100,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg) ![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Levitate,-,![/assets/home_images/flygon.png](/assets/home_images/flygon.png)
331,Cacnea,3,Normal,Cactus Pokémon,335,50,85,40,85,40,35,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Sand Veil,Water Absorb,![/assets/home_images/cacnea.png](/assets/home_images/cacnea.png)
332,Cacturne,3,Normal,Scarecrow Pokémon,475,70,115,60,115,60,55,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Sand Veil,Water Absorb,![/assets/home_images/cacturne.png](/assets/home_images/cacturne.png)
333,Swablu,3,Normal,Cotton Bird Pokémon,310,45,40,60,40,75,50,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Natural Cure,Cloud Nine,![/assets/home_images/swablu.png](/assets/home_images/swablu.png)
334,Altaria,3,Normal,Humming Pokémon,490,75,70,90,70,105,80,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Natural Cure,Cloud Nine,![/assets/home_images/altaria.png](/assets/home_images/altaria.png)
334,Mega Altaria,3,Normal,Humming Pokémon,590,75,110,110,110,105,80,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Pixilate,-,![/assets/home_images/altaria-mega.png](/assets/home_images/altaria-mega.png)
335,Zangoose,3,Normal,Cat Ferret Pokémon,458,73,115,60,60,60,90,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Immunity,Toxic Boost,![/assets/home_images/zangoose.png](/assets/home_images/zangoose.png)
336,Seviper,3,Normal,Fang Snake Pokémon,458,73,100,60,100,60,65,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg),Shed Skin,Infiltrator,![/assets/home_images/seviper.png](/assets/home_images/seviper.png)
337,Lunatone,3,Normal,Meteorite Pokémon,460,90,55,65,95,85,70,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Levitate,-,![/assets/home_images/lunatone.png](/assets/home_images/lunatone.png)
338,Solrock,3,Normal,Meteorite Pokémon,460,90,95,85,55,65,70,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Levitate,-,![/assets/home_images/solrock.png](/assets/home_images/solrock.png)
